uid,keep,interaction,title,journal
WOS:000352723200047,1,habitat,"Asian fish tapeworm, Khawia japonensis (Yamaguti, 1934), has expanded its European invasive range",PARASITOLOGY RESEARCH
WOS:000352723200047,1,disease,"Asian fish tapeworm, Khawia japonensis (Yamaguti, 1934), has expanded its European invasive range",PARASITOLOGY RESEARCH
WOS:000402376300019,1,feed,Assessing feeding history and health status through analysis of fatty acids and fat content in golden mullet Liza aurata,ICES JOURNAL OF MARINE SCIENCE
WOS:000275033500012,1,feed,Assessing impacts of introduced aquaculture species on native fish communities: Nile tilapia and major carps in SE Asian freshwaters,AQUACULTURE
WOS:000275033500012,1,genetic,Assessing impacts of introduced aquaculture species on native fish communities: Nile tilapia and major carps in SE Asian freshwaters,AQUACULTURE
WOS:000275033500012,1,enhancement,Assessing impacts of introduced aquaculture species on native fish communities: Nile tilapia and major carps in SE Asian freshwaters,AQUACULTURE
WOS:000269917200010,1,water,Assessing pollutant exposure in cultured and wild sea bass (Dicentrarchus labrax) from the Iberian Peninsula,ECOTOXICOLOGY
WOS:000334674300007,1,water,"Assessing risks of invasion through gamete performance: farm Atlantic salmon sperm and eggs show equivalence in function, fertility, compatibility and competitiveness to wild Atlantic salmon",EVOLUTIONARY APPLICATIONS
WOS:000334674300007,1,genetic,"Assessing risks of invasion through gamete performance: farm Atlantic salmon sperm and eggs show equivalence in function, fertility, compatibility and competitiveness to wild Atlantic salmon",EVOLUTIONARY APPLICATIONS
WOS:000325458000008,1,genetic,Assessing strategies to minimize unintended fitness consequences of aquaculture on wild populations,EVOLUTIONARY APPLICATIONS
WOS:000390743800007,1,enhancement,Assessing the cost-effectiveness of a fish stocking program in a culture-based recreational fishery,FISHERIES RESEARCH
WOS:000374241200009,1,mpa,Assessing the ecosystem impact of scallop bottom culture through a community analysis and trophic modelling approach,MARINE ECOLOGY PROGRESS SERIES
WOS:000374241200009,1,habitat,Assessing the ecosystem impact of scallop bottom culture through a community analysis and trophic modelling approach,MARINE ECOLOGY PROGRESS SERIES
WOS:000281667300001,1,disease,Assessing the Impact of Climate Change on Disease Emergence in Freshwater Fish in the United Kingdom,TRANSBOUNDARY AND EMERGING DISEASES
WOS:000265969000004,1,enhancement,Assessing the impact of climate change on inland fisheries in River Ganga and its plains in India,AQUATIC ECOSYSTEM HEALTH & MANAGEMENT
WOS:000337995500172,1,habitat,Assessing the impacts of coastal defense structures on habitat types and species of European interest (92/43/EC): a methodological approach,JOURNAL OF COASTAL RESEARCH
WOS:000394962400006,1,genetic,Assessing the influence of gilthead sea bream escapees in landings of Mediterranean fisheries through a scale-based methodology,FISHERIES MANAGEMENT AND ECOLOGY
WOS:000362351200006,1,fad,"Assessing the Influence of Salmon Farming through Total Lipids, Fatty Acids, and Trace Elements in the Liver and Muscle of Wild Saithe Pollachius virens",MARINE AND COASTAL FISHERIES
WOS:000362351200006,1,feed,"Assessing the Influence of Salmon Farming through Total Lipids, Fatty Acids, and Trace Elements in the Liver and Muscle of Wild Saithe Pollachius virens",MARINE AND COASTAL FISHERIES
WOS:000243697100010,1,habitat,Assessing the potential impact of salmon fisheries management on the conservation status of harbour seals (Phoca vitulina) in north-east Scotland,ANIMAL CONSERVATION
WOS:000243697100010,1,enhancement,Assessing the potential impact of salmon fisheries management on the conservation status of harbour seals (Phoca vitulina) in north-east Scotland,ANIMAL CONSERVATION
WOS:000316362200007,1,enhancement,Assessing the risk of climate change to aquaculture: a case study from south-east Australia,AQUACULTURE ENVIRONMENT INTERACTIONS
WOS:000352248100011,1,mpa,Assessing the socioeconomic effects of multiple-use MPAs in a European setting: A national stakeholders' perspective,ENVIRONMENTAL SCIENCE & POLICY
WOS:000352248100011,1,enhancement,Assessing the socioeconomic effects of multiple-use MPAs in a European setting: A national stakeholders' perspective,ENVIRONMENTAL SCIENCE & POLICY
WOS:000404300300009,1,feed,"Assessment and comparison of proximate, fatty acid and mineral composition of six edible portions of South African cultured yellowtail (Seriola lalandi)",AQUACULTURE RESEARCH
WOS:000342244700002,1,exclusion,Assessment of chlorophyll variability along the northwestern coast of Iberian Peninsula,JOURNAL OF SEA RESEARCH
WOS:000273827000007,1,mpa,"Assessment of Culture Fisheries in Village Ponds: a Study in District Hisar, Haryana, India",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH
WOS:000273827000007,1,water,"Assessment of Culture Fisheries in Village Ponds: a Study in District Hisar, Haryana, India",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH
WOS:000189226500007,1,water,Assessment of environmental management effects in a shallow water basin using mass-balance models,ECOLOGICAL MODELLING
WOS:000226078600008,1,feed,Assessment of lipid and essential fatty acids requirements of black seabream (Spondyliosoma cantharus) by comparison of lipid composition in muscle and liver of wild and captive adult fish,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY
WOS:000297185700008,1,exclusion,Assessment of population structure in Pacific Lepeophtheirus salmonis (Kroyer) using single nucleotide polymorphism and microsatellite genetic markers,AQUACULTURE
WOS:000297185700008,1,disease,Assessment of population structure in Pacific Lepeophtheirus salmonis (Kroyer) using single nucleotide polymorphism and microsatellite genetic markers,AQUACULTURE
WOS:000377605600008,1,feed,Assessment of spawning of Atlantic bluefin tuna farmed in the western Mediterranean Sea,AQUACULTURE ENVIRONMENT INTERACTIONS
WOS:000377605600008,1,genetic,Assessment of spawning of Atlantic bluefin tuna farmed in the western Mediterranean Sea,AQUACULTURE ENVIRONMENT INTERACTIONS
WOS:A1992HW99000017,1,disease,ASSESSMENT OF THE ENVIRONMENTAL RISK POSED BY AN EXOTIC FISH - THE PROPOSED INTRODUCTION OF CHANNEL CATFISH (ICTALURUS-PUNCTATUS) TO NEW-ZEALAND,CONSERVATION BIOLOGY
WOS:A1992HW99000017,1,genetic,ASSESSMENT OF THE ENVIRONMENTAL RISK POSED BY AN EXOTIC FISH - THE PROPOSED INTRODUCTION OF CHANNEL CATFISH (ICTALURUS-PUNCTATUS) TO NEW-ZEALAND,CONSERVATION BIOLOGY
WOS:A1992HW99000017,1,invasive,ASSESSMENT OF THE ENVIRONMENTAL RISK POSED BY AN EXOTIC FISH - THE PROPOSED INTRODUCTION OF CHANNEL CATFISH (ICTALURUS-PUNCTATUS) TO NEW-ZEALAND,CONSERVATION BIOLOGY
WOS:000339534800020,1,habitat,Asset or liability? Aquaculture in a natural disaster prone area,OCEAN & COASTAL MANAGEMENT
WOS:000290318300007,1,feed,"Association of health involvement and attitudes towards eating fish on farmed and wild fish consumption in Belgium, Norway and Spain",AQUACULTURE INTERNATIONAL
WOS:000290318300007,1,market,"Association of health involvement and attitudes towards eating fish on farmed and wild fish consumption in Belgium, Norway and Spain",AQUACULTURE INTERNATIONAL
WOS:000324155600014,1,disease,Associations between piscine reovirus infection and life history traits in wild-caught Atlantic salmon Salmo salar L. in Norway,PREVENTIVE VETERINARY MEDICINE
WOS:000324155600014,1,genetic,Associations between piscine reovirus infection and life history traits in wild-caught Atlantic salmon Salmo salar L. in Norway,PREVENTIVE VETERINARY MEDICINE
WOS:000324155600014,1,enhancement,Associations between piscine reovirus infection and life history traits in wild-caught Atlantic salmon Salmo salar L. in Norway,PREVENTIVE VETERINARY MEDICINE
WOS:000343845700006,1,exclusion,At-sea abundance and spatial distribution of South American sea lion (Otaria byronia) in Chilean Northern Patagonia: How many are there?,MAMMALIAN BIOLOGY
WOS:000343845700006,1,enhancement,At-sea abundance and spatial distribution of South American sea lion (Otaria byronia) in Chilean Northern Patagonia: How many are there?,MAMMALIAN BIOLOGY
WOS:000282585000003,1,enhancement,Atlantic Bluefin Tuna (Thunnus Thynnus) Farming and Fattening in the Mediterranean Sea,REVIEWS IN FISHERIES SCIENCE
WOS:000297511300001,1,feed,"Atlantic Salmon (Salmo salar): The ""Super-Chicken"" of the Sea?",REVIEWS IN FISHERIES SCIENCE
WOS:000297511300001,1,market,"Atlantic Salmon (Salmo salar): The ""Super-Chicken"" of the Sea?",REVIEWS IN FISHERIES SCIENCE
WOS:000406634500038,1,disease,Atlantic salmon cardiac primary cultures: An in vitro model to study viral host pathogen interactions and pathogenesis,PLOS ONE
WOS:A1997WV29800007,1,genetic,Atlantic salmon in the North Pacific,AQUACULTURE RESEARCH
WOS:000323680000001,1,genetic,Atlantic salmon populations invaded by farmed escapees: quantifying genetic introgression with a Bayesian approach and SNPs,BMC GENETICS
WOS:000305343900006,1,disease,Atlantic Salmon Reovirus Infection Causes a CD8 T Cell Myocarditis in Atlantic Salmon (Salmo salar L.),PLOS ONE
WOS:000185632000010,1,enhancement,Atlantic salmon straying from the River Imsa,JOURNAL OF FISH BIOLOGY
WOS:A1991GP58400031,1,genetic,ATTEMPTS TO REDUCE THE IMPACT OF REARED ATLANTIC SALMON ON WILD IN NORWAY,AQUACULTURE
WOS:A1991GP58400031,1,enhancement,ATTEMPTS TO REDUCE THE IMPACT OF REARED ATLANTIC SALMON ON WILD IN NORWAY,AQUACULTURE
WOS:000286853200030,1,disease,Attenuated Francisella asiatica iglC mutant induces protective immunity to francisellosis in tilapia,VACCINE
WOS:000222800800011,1,fad,"Attraction of wild coastal fishes to an Atlantic subtropical cage fish farms, Gran Canaria, Canary Islands",ENVIRONMENTAL BIOLOGY OF FISHES
WOS:000179463800021,1,fad,Attraction of wild fish to sea-cage fish farms in the south-western Mediterranean Sea: spatial and short-term temporal variability,MARINE ECOLOGY PROGRESS SERIES
WOS:000247931200006,1,water,Authenticating production origin of gilthead sea bream (Sparus aurata) by chemical and isotopic fingerprinting,LIPIDS
WOS:000247931200006,1,feed,Authenticating production origin of gilthead sea bream (Sparus aurata) by chemical and isotopic fingerprinting,LIPIDS
WOS:000255106500031,1,water,Authentication of farmed and wild turbot (Psetta maxima) by fatty acid and isotopic analyses combined with chemometrics,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY
WOS:000263801100014,1,disease,Autochthonous Aquaculture Probiotics - A critical Analysis,RESEARCH JOURNAL OF BIOTECHNOLOGY
WOS:000263801100014,1,feed,Autochthonous Aquaculture Probiotics - A critical Analysis,RESEARCH JOURNAL OF BIOTECHNOLOGY
WOS:000186047000015,1,water,Automated sperm morphology analysis in fishes: the effect of mercury on goldfish sperm,JOURNAL OF FISH BIOLOGY
WOS:000384629600011,1,disease,Bacterial and parasitic factors diagnosed in eel farmed in Poland in the years 2010-2014,MEDYCYNA WETERYNARYJNA-VETERINARY MEDICINE-SCIENCE AND PRACTICE
WOS:000076900300009,1,disease,Bacterial diseases of cultured marine fish in Japan,FISH PATHOLOGY
WOS:000318553500003,1,disease,Bacterial diseases of cultured Mediterranean horse mackerel (Trachurus mediterraneus) in sea cages,AQUACULTURE
WOS:000318553500003,1,feed,Bacterial diseases of cultured Mediterranean horse mackerel (Trachurus mediterraneus) in sea cages,AQUACULTURE
WOS:000326078600015,1,disease,Bacterial Flora and Antimicrobial Resistance in Raw Frozen Cultured Seafood Imported to Denmark,JOURNAL OF FOOD PROTECTION
WOS:000083559300006,1,feed,"Bacterial microflora of wild brown trout (Salmo trutta), wild pike (Esox lucius), and aquacultured rainbow trout (Oncorhynchus mykiss)",JOURNAL OF FOOD PROTECTION
WOS:000296140700003,1,price,Balancing Biological Sustainability with the Economic Needs of Alaska's Sockeye Salmon Fisheries,NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT
WOS:000399174600048,1,feed,Barley (Hordeum vulgare) in the Okhotsk culture (5th-10th century AD) of northern Japan and the role of cultivated plants in hunter-gatherer economies,PLOS ONE
WOS:000375503300032,1,market,BARRIERS OF ADOPTING TRACEABILITY SYSTEMS BY ROMANIAN FISHERY AND AQUACULTURE,JOURNAL OF ENVIRONMENTAL PROTECTION AND ECOLOGY
WOS:000209580800020,1,feed,"Basic eco-ethology of the queen conch, Strombus gigas (Mesogastropoda: Strombidae) in Xel-Ha, Yucatan, Mexican Caribbean.",REVISTA DE BIOLOGIA TROPICAL
WOS:000209580800020,1,enhancement,"Basic eco-ethology of the queen conch, Strombus gigas (Mesogastropoda: Strombidae) in Xel-Ha, Yucatan, Mexican Caribbean.",REVISTA DE BIOLOGIA TROPICAL
WOS:000224004700033,1,feed,Behavioral and physiological assessment of low concentrations of clove oil anaesthetic for handling and transporting largemouth bass (Micropterus salmoides),AQUACULTURE
WOS:000224004700033,1,invasive,Behavioral and physiological assessment of low concentrations of clove oil anaesthetic for handling and transporting largemouth bass (Micropterus salmoides),AQUACULTURE
WOS:000189263600012,1,feed,Behavioral differences among rainbow trout clonal lines,BEHAVIOR GENETICS
WOS:000189263600012,1,enhancement,Behavioral differences among rainbow trout clonal lines,BEHAVIOR GENETICS
WOS:000340355600012,1,exclusion,"Behaviour of European sea bass, Dicentrarchus labrax L., in cages - impact of early life rearing conditions and management",AQUACULTURE RESEARCH
WOS:000340355600012,1,feed,"Behaviour of European sea bass, Dicentrarchus labrax L., in cages - impact of early life rearing conditions and management",AQUACULTURE RESEARCH
WOS:000167907000014,1,genetic,Behavioural and heart rate responses to predation risk in wild and domesticated Atlantic salmon,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES
WOS:000271523700006,1,feed,Behavioural and morphological differences between feral and domesticated strains of common carp Cyprinus carpio,JOURNAL OF FISH BIOLOGY
WOS:000271523700006,1,genetic,Behavioural and morphological differences between feral and domesticated strains of common carp Cyprinus carpio,JOURNAL OF FISH BIOLOGY
WOS:000290174000012,1,genetic,Behavioural responses of hatchery-reared and wild cod Gadus morhua to mechano-acoustic predator signals,JOURNAL OF FISH BIOLOGY
WOS:000290174000012,1,enhancement,Behavioural responses of hatchery-reared and wild cod Gadus morhua to mechano-acoustic predator signals,JOURNAL OF FISH BIOLOGY
WOS:000249874600009,1,disease,"Behavioural studies of host, non-host and mate location by the Sea Louse, Caligus rogercresseyi Boxshall & Bravo, 2000 (Copepoda : Caligidae)",AQUACULTURE
WOS:000185632400006,1,feed,Behavioural variation in juvenile Arctic charr in relation to body size,JOURNAL OF FISH BIOLOGY
WOS:000390735200008,1,mpa,Benchmarking the environmental performance of best management practice and genetic improvements in Egyptian aquaculture using life cycle assessment,AQUACULTURE
WOS:000390735200008,1,water,Benchmarking the environmental performance of best management practice and genetic improvements in Egyptian aquaculture using life cycle assessment,AQUACULTURE
WOS:000390735200008,1,feed,Benchmarking the environmental performance of best management practice and genetic improvements in Egyptian aquaculture using life cycle assessment,AQUACULTURE
WOS:000390735200008,1,genetic,Benchmarking the environmental performance of best management practice and genetic improvements in Egyptian aquaculture using life cycle assessment,AQUACULTURE
WOS:000398426200004,1,fad,Benthic and fish aggregation inside an offshore wind farm: Which effects on the trophic web functioning?,ECOLOGICAL INDICATORS
WOS:000267573000001,1,enhancement,Beyond duplicity and ignorance in global fisheries,SCIENTIA MARINA
WOS:000267573000001,1,market,Beyond duplicity and ignorance in global fisheries,SCIENTIA MARINA
WOS:000298208400012,1,genetic,Bias and significance of relative reproductive success estimates based on steelhead trout (Oncorhynchus mykiss) data: a Bayesian meta-analysis,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES
WOS:000298208400012,1,enhancement,Bias and significance of relative reproductive success estimates based on steelhead trout (Oncorhynchus mykiss) data: a Bayesian meta-analysis,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES
WOS:000294839700015,1,mpa,Bibliometric analysis of diadromous fish research from 1970s to 2010: a case study of seven species,SCIENTOMETRICS
WOS:000294839700015,1,habitat,Bibliometric analysis of diadromous fish research from 1970s to 2010: a case study of seven species,SCIENTOMETRICS
WOS:000294839700015,1,disease,Bibliometric analysis of diadromous fish research from 1970s to 2010: a case study of seven species,SCIENTOMETRICS
WOS:000294839700015,1,enhancement,Bibliometric analysis of diadromous fish research from 1970s to 2010: a case study of seven species,SCIENTOMETRICS
WOS:000256024300005,1,water,Bio-economical and ethical impacts of alien finfish culture in European inland waters,AQUACULTURE INTERNATIONAL
WOS:000256024300005,1,genetic,Bio-economical and ethical impacts of alien finfish culture in European inland waters,AQUACULTURE INTERNATIONAL
WOS:000256024300005,1,market,Bio-economical and ethical impacts of alien finfish culture in European inland waters,AQUACULTURE INTERNATIONAL
WOS:000362604800002,1,feed,"Bioaccumulation of heavy metals both in wild and mariculture food chains in Daya Bay, South China",ESTUARINE COASTAL AND SHELF SCIENCE
WOS:000288226700011,1,feed,Bioaccumulation of trace metals in farmed fish from South China and potential risk assessment,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY
WOS:000391648000019,1,invasive,Biochemical alterations in native and exotic oyster species in Brazil in response to increasing temperature,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY
WOS:A1991GN26500009,1,disease,BIOCHEMICAL AND SEROLOGICAL CHARACTERIZATION OF CARNOBACTERIUM SPP ISOLATED FROM FARMED AND NATURAL-POPULATIONS OF STRIPED BASS AND CATFISH,APPLIED AND ENVIRONMENTAL MICROBIOLOGY
WOS:000408923400013,1,feed,Biochemical composition and fatty acid profile of gonads from wild and cultured shortfin corvina (Cynoscion parvipinnis) during the early maturation stage,ARCHIVES OF BIOLOGICAL SCIENCES
WOS:000254990400008,1,feed,Biochemical composition of caviar as a tool to discriminate between aquaculture and wild origin,JOURNAL OF APPLIED ICHTHYOLOGY
WOS:000254990400008,1,enhancement,Biochemical composition of caviar as a tool to discriminate between aquaculture and wild origin,JOURNAL OF APPLIED ICHTHYOLOGY
WOS:000366987700002,1,disease,Biochemical Effects of Encapsulated Radiovaccine via Alginate Nanoparticles as Useful Strategy for Booster in Immunized Rainbow Trout against Ichthyophytirius multifiliis,ACTA SCIENTIAE VETERINARIAE
WOS:000366987700002,1,feed,Biochemical Effects of Encapsulated Radiovaccine via Alginate Nanoparticles as Useful Strategy for Booster in Immunized Rainbow Trout against Ichthyophytirius multifiliis,ACTA SCIENTIAE VETERINARIAE
WOS:000165161700002,1,enhancement,"Biochemical polymorphism in yellow catfish, Mystus nemurus (C&V), from Thailand",BIOCHEMICAL GENETICS
WOS:A1997XG80300009,1,mpa,Biodiversity use and technical performance of freshwater fish aquaculture in different socioeconomic contexts: China and Italy,AGRICULTURE ECOSYSTEMS & ENVIRONMENT
WOS:000287009700001,1,feed,"Bioeconomic Analysis of Improved Diets for Lobster, Panulirus ornatus, Culture in Vietnam",JOURNAL OF THE WORLD AQUACULTURE SOCIETY
WOS:000228985800007,1,mpa,Bioeconomic analysis of selected conservation practices on soil erosion and freshwater fisheries,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION
WOS:000228985800007,1,water,Bioeconomic analysis of selected conservation practices on soil erosion and freshwater fisheries,JOURNAL OF THE AMERICAN WATER RESOURCES ASSOCIATION
WOS:A1996VQ07800004,1,feed,Bioethics of fish production: Energy and the environment,JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS
WOS:000258062800011,1,exclusion,Biogeochemical modelling of Ria Formosa (South Portugal),HYDROBIOLOGIA
WOS:000258062800011,1,enhancement,Biogeochemical modelling of Ria Formosa (South Portugal),HYDROBIOLOGIA
WOS:000245280600007,1,habitat,"Biogeographic barriers, connectivity and homogenization of freshwater faunas: it's a small world after all",FRESHWATER BIOLOGY
WOS:000245280600007,1,invasive,"Biogeographic barriers, connectivity and homogenization of freshwater faunas: it's a small world after all",FRESHWATER BIOLOGY
WOS:000360846700012,1,exclusion,Biological and ecological traits of marine species,PEERJ
WOS:000360846700012,1,habitat,Biological and ecological traits of marine species,PEERJ
WOS:000360846700012,1,feed,Biological and ecological traits of marine species,PEERJ
WOS:000360846700012,1,invasive,Biological and ecological traits of marine species,PEERJ
WOS:000360846700012,1,enhancement,Biological and ecological traits of marine species,PEERJ
WOS:000275340400002,1,water,Biological and hydrodynamic design considerations for vertically oriented oyster grow out structures,AQUACULTURAL ENGINEERING
WOS:000174989200002,1,feed,Biological and technical evaluation of the potential of marine and anadromous fish species for cold-water mariculture,AQUACULTURE RESEARCH
WOS:000174989200002,1,enhancement,Biological and technical evaluation of the potential of marine and anadromous fish species for cold-water mariculture,AQUACULTURE RESEARCH
WOS:000169246900006,1,feed,Biological aspects of the coastal and marine environment of Bangladesh,OCEAN & COASTAL MANAGEMENT
WOS:A1997WX72000025,1,habitat,"Biological characteristics of European Atlantic sturgeon, Acipenser sturio, as the basis for a restoration program in France",ENVIRONMENTAL BIOLOGY OF FISHES
WOS:000241182400006,1,water,"Biological monitoring of wild thicklip grey mullet (Chelon labrosus), golden grey mullet (Liza aurata), thinlip mullet (Liza ramada) and flathead mullet (Mugil cephalus) (Pisces : Mugilidae) from different Adriatic sites: meristic counts and skeletal anomalies",ECOLOGICAL INDICATORS
WOS:000360181800005,1,habitat,Biological mosquito control is affected by alternative prey,ZOOLOGICAL STUDIES
WOS:000360181800005,1,feed,Biological mosquito control is affected by alternative prey,ZOOLOGICAL STUDIES
WOS:000360181800005,1,invasive,Biological mosquito control is affected by alternative prey,ZOOLOGICAL STUDIES
WOS:000360181800005,1,enhancement,Biological mosquito control is affected by alternative prey,ZOOLOGICAL STUDIES
WOS:000297782300001,1,water,Biology and culture of Macrobrachium tenellum: State of the art,HIDROBIOLOGICA
WOS:000297782300001,1,enhancement,Biology and culture of Macrobrachium tenellum: State of the art,HIDROBIOLOGICA
WOS:000306431800001,1,water,"Biology and culture of the clown loach Chromobotia macracanthus (Cypriniformes, Cobitidae): 1-Hormonal induced breeding, unusual latency response and egg production in two populations from Sumatra and Borneo Islands",AQUATIC LIVING RESOURCES
WOS:000306431800004,1,feed,"Biology and culture of the clown loach Chromobotia macracanthus (Cypriniformes, Cobitidae): 4-Thermal biology of embryos and larvae",AQUATIC LIVING RESOURCES
WOS:000306431800004,1,market,"Biology and culture of the clown loach Chromobotia macracanthus (Cypriniformes, Cobitidae): 4-Thermal biology of embryos and larvae",AQUATIC LIVING RESOURCES
WOS:000256878700004,1,water,Biology of the planktonic stages of benthic octopuses,"OCEANOGRAPHY AND MARINE BIOLOGY: AN ANNUAL REVIEW, VOL 46"
WOS:000256878700004,1,feed,Biology of the planktonic stages of benthic octopuses,"OCEANOGRAPHY AND MARINE BIOLOGY: AN ANNUAL REVIEW, VOL 46"
WOS:A1997WX72000015,1,feed,"Biology, fisheries, and conservation of sturgeons and paddlefish in China",ENVIRONMENTAL BIOLOGY OF FISHES
WOS:A1997WX72000015,1,enhancement,"Biology, fisheries, and conservation of sturgeons and paddlefish in China",ENVIRONMENTAL BIOLOGY OF FISHES
WOS:000251826900016,1,water,Biomagnification of organochlorine pollutants in farmed and wild gilthead sea bream (Sparus aurata) and stable isotope characterization of the trophic chains,SCIENCE OF THE TOTAL ENVIRONMENT
WOS:000251826900016,1,feed,Biomagnification of organochlorine pollutants in farmed and wild gilthead sea bream (Sparus aurata) and stable isotope characterization of the trophic chains,SCIENCE OF THE TOTAL ENVIRONMENT
WOS:000290489500013,1,water,Biomarker Analyses in Caged and Wild Fish Suggest Exposure to Pollutants in an Urban Area with a Landfill,ENVIRONMENTAL TOXICOLOGY
WOS:000290489500013,1,feed,Biomarker Analyses in Caged and Wild Fish Suggest Exposure to Pollutants in an Urban Area with a Landfill,ENVIRONMENTAL TOXICOLOGY
WOS:000208520200027,1,feed,BIOMARKER APPLICATION FOR THE STUDY OF CHEMICAL CONTAMINATION RISK ON MARINE ORGANISMS IN THE TARANTO MARINE COASTAL AREA,CHEMISTRY AND ECOLOGY
WOS:000337526100008,1,feed,Biometric and metabolic profiles associated to different rearing conditions in offshore farmed gilthead sea bream (Sparus aurata L.),ELECTROPHORESIS
WOS:000404153600009,1,disease,"Biosecurity Conditions in Small Commercial Chicken Farms, Bangladesh 2011-2012",ECOHEALTH
WOS:000404153600009,1,feed,"Biosecurity Conditions in Small Commercial Chicken Farms, Bangladesh 2011-2012",ECOHEALTH
WOS:A1993MR69500005,1,mpa,"BIOTECHNOLOGY, AQUACULTURE AND ECOLOGY",WIENER TIERARZTLICHE MONATSSCHRIFT
WOS:A1993MR69500005,1,genetic,"BIOTECHNOLOGY, AQUACULTURE AND ECOLOGY",WIENER TIERARZTLICHE MONATSSCHRIFT
WOS:000243969100006,1,feed,Blood vessel melanosis: a physiological detoxification mechanism in Atlantic cod (Gadus morhua),AQUACULTURE INTERNATIONAL
WOS:000306634500005,1,mpa,Blooms and population dynamics of moon jellyfish in the northern Adriatic,CAHIERS DE BIOLOGIE MARINE
WOS:000306634500005,1,habitat,Blooms and population dynamics of moon jellyfish in the northern Adriatic,CAHIERS DE BIOLOGIE MARINE
WOS:000306634500005,1,water,Blooms and population dynamics of moon jellyfish in the northern Adriatic,CAHIERS DE BIOLOGIE MARINE
WOS:000288676400007,1,mpa,Body condition indices as a rapid assessment of the abundance of introduced salmonids in oligotrophic lakes of southern Chile,LAKE AND RESERVOIR MANAGEMENT
WOS:000288676400007,1,invasive,Body condition indices as a rapid assessment of the abundance of introduced salmonids in oligotrophic lakes of southern Chile,LAKE AND RESERVOIR MANAGEMENT
WOS:A1994NH55500006,1,disease,BONAMIA AND OTHER AQUATIC PARASITES OF IMPORTANCE TO NEW-ZEALAND,NEW ZEALAND JOURNAL OF ZOOLOGY
WOS:000309103900005,1,feed,Bottlenose dolphins and aquaculture: interaction and site fidelity on the north-eastern coast of Sardinia (Italy),MARINE BIOLOGY
WOS:000265705900012,1,feed,"Breeding and mass-scale rearing of three spotted seahorse, Hippocampus trimaculatus Leach under captive conditions",AQUACULTURE
WOS:000265705900012,1,enhancement,"Breeding and mass-scale rearing of three spotted seahorse, Hippocampus trimaculatus Leach under captive conditions",AQUACULTURE
WOS:A1993LG19900008,1,genetic,BREEDING SUCCESS OF HATCHERY AND WILD COHO SALMON (ONCORHYNCHUS-KISUTCH) IN COMPETITION,ECOLOGICAL APPLICATIONS
WOS:A1993LG19900008,1,enhancement,BREEDING SUCCESS OF HATCHERY AND WILD COHO SALMON (ONCORHYNCHUS-KISUTCH) IN COMPETITION,ECOLOGICAL APPLICATIONS
WOS:000248519800002,1,feed,"Broodstock condition, egg morphology and lipid content and composition during the spawning season of captive striped trumpeter, Latris lineata",AQUACULTURE
WOS:000315412500015,1,feed,By-products of farmed European sea bass (Dicentrarchus labrax L.) as a potential source of n-3 PUFA,BIOLOGIA
WOS:000332662000004,1,water,C and N stable isotope analysis of human and animal bones at the Beiqian site,SCIENCE CHINA-EARTH SCIENCES
WOS:000265896600008,1,feed,"C-13 NMR Pattern Recognition Techniques for the Classification of Atlantic Salmon (Salmo salar L.) According to Their Wild, Farmed, and Geographical Origin",JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY
WOS:000311967600004,1,disease,C312M: an attenuated Vibrio anguillarum strain that induces immunoprotection as an oral and immersion vaccine,DISEASES OF AQUATIC ORGANISMS
WOS:000311967600004,1,feed,C312M: an attenuated Vibrio anguillarum strain that induces immunoprotection as an oral and immersion vaccine,DISEASES OF AQUATIC ORGANISMS
WOS:000257625400009,1,feed,Cage culture effects on mullets (Mugilidae) liver histology and blood chemistry profile,JOURNAL OF FISH BIOLOGY
WOS:000240252900046,1,exclusion,Cage polyculture of the Pacific white shrimp Litopenaeus vannamei and the Philippines seaweed Kappaphycus alvarezii,AQUACULTURE
WOS:000240252900046,1,water,Cage polyculture of the Pacific white shrimp Litopenaeus vannamei and the Philippines seaweed Kappaphycus alvarezii,AQUACULTURE
WOS:000326022800002,1,enhancement,"Cage-cultured Largemouth Bronze Gudgeon, Coreius guichenoti : Biochemical Profile of Plasma and Physiological Response to Acute Handling Stress",JOURNAL OF THE WORLD AQUACULTURE SOCIETY
WOS:000087609000008,1,disease,Caligus elongatus as parasites of farmed salmonids in Ireland,CONTRIBUTIONS TO ZOOLOGY
WOS:000244081400002,1,disease,Caligus elongatus Nordmann genotypes on wild and farmed fish,JOURNAL OF FISH DISEASES
